Name of Restaurant,Features/Category,Market Segment,Cuisine,Top Dishes,Address,Area/Location,Latitude,Longitude,Zomato URL,Dining Rating
Hotel Mass,"Breakfast, Home Delivery, Outdoor Seating, Indoor Seating",Hotel,"South Indian,  Chettinad","Burger,  French Fries,  Sandwich,  Peri Peri Fries,  Fried Chicken,  Onion Rings,  Milkshake"," 61, Outer Ring Road, Arumuruganar, Near Kishkinta Amusement Park, Tambaram, Chennai",Tambaram,13.0532,80.1922,https://www.zomato.com/chennai/hotel-mass-tambaram,
Bhavani Shankar Andhra Mess,"Breakfast, Indoor Seating",Restaurant,North Indian,"Chettinad Fish Curry,  Rasam Rice,  Kuzhi Paniyaram,  Bonda Soup,  Uthappam,  Kavuni Arisi,  Kari Dosai"," 223, Panchayat Shopping Complex, Velachery - Tambaram Main Road, Barathi Nagar, IOB Colony, Selaiyur, Chennai",Selaiyur,12.9249,80.1,https://www.zomato.com/chennai/bhavani-shankar-andhra-mess-selaiyur,
Kaapi Zone,"Home Delivery, Indoor Seating",Fast Food,"Beverages,  Fast Food","Dal Makhani,  Rogan Josh,  Rajma Chawal,  Tandoori Chicken,  Chole Bhature,  Naan,  Paneer Butter Masala"," 41, Venkatakrishna Road, Mandaveli, Chennai",Mandaveli,12.9068,80.1425,https://www.zomato.com/chennai/kaapi-zone-mandaveli,
Firewood Dum Biriyani & Fast Food,"Breakfast, Indoor Seating",Restaurant,"North Indian,  Chinese","Nuggets,  Tender Coconut,  Mango Lassi,  Green Tea,  Buttermilk,  Mojito,  Onion Rings"," 1/36, 1st Mainroad, Venkateshvara Nagar, Ramapuram, Chennai",Ramapuram,13.0279,80.2605,https://www.zomato.com/chennai/firewood-dum-biriyani-fast-food-ramapuram,
Belgian Waffle Cafe,Delivery Only,Cloud Kitchen,"Desserts,  Beverages","Fried Rice,  Aloo Paratha,  Hakka Noodles,  Chilli Paneer,  Rogan Josh,  Chole Bhature,  Gobi Manchurian", Delivery Only,T. Nagar,13.0317,80.1817,https://www.zomato.com/chennai/belgian-waffle-cafe-t-nagar,
Chola  Nadu,"Home Delivery, Indoor Seating",Restaurant,"Chettinad,  Seafood","Fresh Lime Soda,  Rasgulla,  Gulab Jamun,  Buttermilk,  Green Tea,  Chocolate Mousse,  Brownie"," 92 OMR Foot Street Navallur, Chennai",Navallur,13.0418,80.2341,https://www.zomato.com/chennai/chola-nadu-navallur,
Mohammed Rafi Soup Stall,"Takeaway Only, Standing Tables",Fast Food,"Fast Food,  Street Food","Meen Kuzhambu,  Vellai Kurma,  Lobster,  Prawn Masala,  Appam,  Nandu Masala,  Pepper Chicken"," Vedagiri Street, Alandur, Chennai",Alandur,12.8459,80.2265,https://www.zomato.com/chennai/mohammed-rafi-soup-stall-alandur,
Sri Sai Mess,"Takeaway Only, Vegetarian Only",Restaurant,South Indian,"Corn Chaat,  Bhel Puri,  Dahi Puri,  Sev Puri,  French Fries,  Milkshake,  Fried Chicken"," Padur, Chennai",Padur,12.9975,80.2006,https://www.zomato.com/chennai/sri-sai-mess-padur,
Mr. Grill,Home Delivery,Fast Food,"Biryani,  Fast Food,  Chinese","Rasam Rice,  Uthappam,  Keerai Kootu,  Masala Dosa,  Idli Sambar,  Medu Vada,  Bonda Soup"," 34, 1st street, Srinivasa Nagar, Kandanchavadi, Perungudi, Chennai",Perungudi,12.8077,80.2258,https://www.zomato.com/chennai/mr-grill-perungudi,3.2
Foodie Crunch,Indoor Seating,Fast Food,"South Indian,  Fast Food","Sherbet,  Nuggets,  Gobi Manchurian,  Milkshake,  Wrap,  Spring Rolls,  Raita"," 2/5, Rajarathinam Street, Near AG Hospital, Tambaram, Chennai",Tambaram,12.9654,80.2461,https://www.zomato.com/chennai/foodie-crunch-tambaram,
Coffee Trotter,Indoor Seating,Cafe,"Cafe,  Fast Food","Onion Rings,  French Fries,  Bonda Soup,  Idli Sambar,  Curd Rice,  Fried Chicken,  Pongal"," 35/38, Co-Operative Colony Road, Austin Nagar, Alwarpet, Chennai",Alwarpet,12.9249,80.1,https://www.zomato.com/chennai/coffee-trotter-alwarpet,3.9
Krust Artisan Bakes,"Breakfast, Home Delivery, Desserts and Bakes",Restaurant,"Bakery,  Desserts,  Street Food,  Fast Food","Burger,  Fried Chicken,  Milkshake,  Cold Coffee,  Brownie,  Onion Rings,  Pancakes"," 7, North Phase Industrial Estate, Near Namadhu M G R Pathirikkai, Ekkaduthangal, Chennai",Ekkaduthangal,13.0335,80.2531,https://www.zomato.com/chennai/krust-artisan-bakes-ekkaduthangal,4.6
Sri Devi Beverages,Takeaway Only,Cafe,Beverages,"Hot Dog,  Wrap,  Fried Chicken,  Dahi Puri,  Sandwich,  Chocolate Mousse,  Cheesecake"," 14, Arcot Road, Kodambakkam, Chennai",Kodambakkam,13.0225,80.2032,https://www.zomato.com/chennai/sri-devi-beverages-kodambakkam,
Chilika Delights,Indoor Seating,Restaurant,Chinese,"Fresh Lime Soda,  Tender Coconut,  Mango Lassi,  Green Tea,  Masala Chai,  Filter Coffee,  Buttermilk"," 8, 44, Mount Poonamalle High Road, Ramachandra Nagar, Iyyappanthangal, Porur, Chennai",Porur,13.0521,80.2255,https://www.zomato.com/chennai/chilika-delights-1-porur,
Sardarji Kulfi,Delivery Only,Cloud Kitchen,Ice Cream,"Chilli Chicken,  Chilli Paneer,  Sweet Corn Soup,  Dragon Chicken,  Spring Rolls,  Fried Rice,  Gobi Manchurian", Delivery Only,Mandaveli,13.0382,80.1565,https://www.zomato.com/chennai/sardarji-kulfi-mandaveli,
Hot & Spicy Burger,"Breakfast, Delivery Only",Cloud Kitchen,Fast Food,"Chocolate Ice Cream,  Kulfi,  Sundae,  Mango Ice Cream,  Vanilla Ice Cream,  Frozen Yogurt,  Milkshake", Delivery Only,Medavakkam,13.0279,80.2605,https://www.zomato.com/chennai/hot-spicy-burger-medavakkam,
Biryani Hub,Takeaway Only,Restaurant,Biryani,"Fried Chicken,  Peri Peri Fries,  French Fries,  Wrap,  Onion Rings,  Burger,  Hot Dog"," Block Y, Turn Bulls Road, Near GK Moonpanar Bridge, Nandanam, Chennai",Nandanam,12.92,80.192,https://www.zomato.com/chennai/biryani-hub-nandanam,3.2
Toast Celebrate And Eat,"Breakfast, Takeaway Only, Standing Tables",Fast Food,Fast Food,"Haleem,  Mutton Biryani,  Raita,  Salna,  Sherbet,  Brinjal Curry,  Chicken 65"," 35, Victoria Residency, Dr P V Cherian Road, Egmore, Chennai",Egmore,13.03,80.2421,https://www.zomato.com/chennai/toast-celebrate-and-eat-egmore,
Hotel Taste And See,Indoor Seating,Hotel,"North Indian,  Chinese","Hot Dog,  Onion Rings,  Sandwich,  Burger,  French Fries,  Nuggets,  Peri Peri Fries"," 11/17, Belachery Main Road, Medavakkam, Chennai, Chennai",Medavakkam,13.0732,80.2609,https://www.zomato.com/chennai/hotel-taste-and-see-1-medavakkam,
Bawarchi,"Takeaway Only, Standing Tables",Fast Food,"North Indian,  Street Food","Rajma Chawal,  Aloo Paratha,  Hakka Noodles,  Tandoori Chicken,  Fried Rice,  Naan,  Sweet Corn Soup"," 5/8B, Bhavani Amman Koil Street, Pallikaranai, Chennai",Pallikaranai,12.92,80.192,https://www.zomato.com/chennai/bawarchi-pallikaranai,
Delight Biryani & Parotta,Indoor Seating,Restaurant,North Indian,"Biryani,  Vada Pav,  Naan,  Rajma Chawal,  Pani Puri,  Sev Puri,  Bhel Puri"," 1, Thandurai Main Road, Sitharkadu, Vepery, Chennai",Vepery,12.9349,80.2137,https://www.zomato.com/chennai/delight-biryani-parotta-vepery,
Great Wall of China,Delivery Only,Cloud Kitchen,Chinese,"Dal Makhani,  Aloo Paratha,  Biryani,  Paneer Butter Masala,  Palak Paneer,  Tandoori Chicken,  Rajma Chawal", Delivery Only,Purasavakkam,13.0853,80.2607,https://www.zomato.com/chennai/great-wall-of-china-purasavakkam,
Briyani By Beevi,Delivery Only,Cloud Kitchen,"Biryani,  North Indian","Sweet Corn Soup,  Dim Sum,  Dragon Chicken,  Chilli Paneer,  Spring Rolls,  Chilli Chicken,  Hakka Noodles"," 03, 1st Floor, Santhome High Road, Mylapore, Chennai",Mylapore,13.0902,80.2543,https://www.zomato.com/chennai/briyani-by-beevi-mylapore,3.8
Barbique Empire,Delivery Only,Cloud Kitchen,BBQ,"Butter Chicken,  Egg Biryani,  Brinjal Curry,  Mutton Biryani,  Haleem,  Sherbet,  Paneer Butter Masala", Delivery Only,Purasavakkam,13.0368,80.2676,https://www.zomato.com/chennai/barbique-empire-purasavakkam,3.5
Briyani By Beevi,Delivery Only,Cloud Kitchen,"Biryani,  North Indian","BBQ Chicken,  BBQ Ribs,  Coleslaw,  Chicken Wings,  BBQ Pork,  Garlic Bread,  Grilled Fish", Delivery Only,Purasavakkam,13.0902,80.2543,https://www.zomato.com/chennai/briyani-by-beevi-purasavakkam,4.1
Spicy Foodie and Snacks,Indoor Seating,Fast Food,Fast Food,"Butter Chicken,  Egg Biryani,  Brinjal Curry,  Mutton Biryani,  Haleem,  Sherbet,  Paneer Butter Masala"," 95/2, GS Babu Complex, 40 Feet Road, Puthagaram, Thiruvallur, Chennai",Thiruvallur,13.0902,80.2543,https://www.zomato.com/chennai/spicy-foodie-and-snacks-thiruvallur,4
Neaya Food Court,"Home Delivery, Indoor Seating",Fast Food,Fast Food,"Hot Dog,  Fried Chicken,  French Fries,  Nuggets,  Milkshake,  Onion Rings,  Sandwich"," 3/2, Gangai Amman Avenue, Valluvar Salai, CH 89, Villivakkam Block, Ward 155, Ramapuram, Chennai",Ramapuram,13.1227,79.9118,https://www.zomato.com/chennai/neaya-food-court-1-ramapuram,3.9
Sri Venkateshwara Hotel,"Breakfast, Vegetarian Only, Indoor Seating",Hotel,South Indian,"Sandwich,  Peri Peri Fries,  French Fries,  Milkshake,  Onion Rings,  Wrap,  Burger"," 3/PC-6, Kambar Salai, Mogappair West, Mogappair, Chennai",Mogappair,13.0317,80.1817,https://www.zomato.com/chennai/sri-venkateshwara-hotel-mogappair,
Sangeetha Fast Food & Atho Shop,Indoor Seating,Fast Food,"Fast Food,  Biryani","Masala Dosa,  Pongal,  Filter Coffee,  Idli Sambar,  Bonda Soup,  Rasam Rice,  Ghee Podi Dosa"," S.N.Chetty Street, Kasimedu, Royapuram, Chennai",Royapuram,13.0837,80.175,https://www.zomato.com/chennai/sangeetha-fast-food-atho-shop-royapuram,3.5
Hotel Ajantha,"Breakfast, Indoor Seating",Hotel,South Indian,"Fried Chicken,  Wrap,  Onion Rings,  Mutton Biryani,  Milkshake,  Sandwich,  Haleem"," 296 A, S.N.Chetty Street, Royapuram, Chennai",Royapuram,13.1137,80.2954,https://www.zomato.com/chennai/hotel-ajantha-royapuram,
New SPS Woodland Fast Food & Biryani,Indoor Seating,Restaurant,"Biryani,  Chinese","Filter Coffee,  Rasam Rice,  Bonda Soup,  Rava Idli,  Pongal,  Masala Dosa,  Medu Vada"," 68, S.N.Chetty Street, Royapuram, Chennai",Royapuram,13.1137,80.2954,https://www.zomato.com/chennai/new-sps-woodland-fast-food-biryani-royapuram,
Ramakrishna Iyengar Bakery,"Takeaway Only, Desserts and Bakes",Bakery & Sweet Shop,Bakery,"Sherbet,  Vegetable Biryani,  Egg Biryani,  Chilli Paneer,  Haleem,  Gobi Manchurian,  Salna"," 188, M.S. Koil Street, Royapuram, Chennai",Royapuram,13.1137,80.2954,https://www.zomato.com/chennai/ramakrishna-iyengar-bakery-royapuram,
Parkinn Beach Resorts,"Home Delivery, Indoor Seating, Table Reservation Not Required",Hotel,"North Indian,  Chinese","Cheesecake,  Bread Loaf,  Danish Pastry,  Muffin,  Sourdough Bread,  Chocolate Cake,  Croissant"," 2/226,Chinnandi Main Road, Vettuvankeni, Chennai",Vettuvankeni,13.1137,80.2954,https://www.zomato.com/chennai/parkinn-beach-resorts-vettuvankeni,
Kottage Kraft,"Home Delivery, Vegetarian Only, Pre-Ordering Required",Restaurant,"North Indian,  South Indian","Tandoori Chicken,  Sweet Corn Soup,  Hakka Noodles,  Gobi Manchurian,  Naan,  Rogan Josh,  Chole Bhature"," 7/49, Bharathiar Street, Santhoshpuram,East, Tambaram, Chennai",Selaiyur,12.9371,80.2565,https://www.zomato.com/chennai/kottage-kraft-selaiyur,
Aaravs Kitchen,"Breakfast, Home Delivery",Restaurant,South Indian,"Rasam Rice,  Ghee Podi Dosa,  Biryani,  Chole Bhature,  Filter Coffee,  Palak Paneer,  Butter Chicken"," 142/A, MelpattIponappan Street, Perambur, Chennai",Perambur,12.9068,80.1425,https://www.zomato.com/chennai/aaravs-kitchen-perambur,
Al Sheeraz,"Home Delivery, Indoor Seating",Restaurant,"South Indian,  Biryani","Uthappam,  Filter Coffee,  Ghee Podi Dosa,  Keerai Kootu,  Medu Vada,  Pongal,  Idli Sambar"," Periyar Salai, Pachaiyappan Salai, Palavakkam, Chennai",Palavakkam,13.121,80.2326,https://www.zomato.com/chennai/al-sheeraz-palavakkam,
Moms Recepies,Indoor Seating,Restaurant,South Indian,"Curd Rice,  Bonda Soup,  Brinjal Curry,  Idli Sambar,  Keerai Kootu,  Filter Coffee,  Rava Idli"," 2nd Street, Govindaraj Nagar, Moulivakkam, Chennai",Porur,12.9617,80.2562,https://www.zomato.com/chennai/moms-recepies-porur,
Red Mango,"Breakfast, Home Delivery, Free Parking, Indoor Seating",Fast Food,"Fast Food,  Street Food,  Chinese,  Biryani","Ghee Podi Dosa,  Rasam Rice,  Uthappam,  Idli Sambar,  Rava Idli,  Masala Dosa,  Keerai Kootu"," 2, Selvaganapathy Nagar, Noombal, Porur, Chennai",Porur,13.0382,80.1565,https://www.zomato.com/chennai/red-mango-porur,
Madras Food Corner,"Breakfast, Indoor Seating",Restaurant,South Indian,"Spring Rolls,  Dragon Chicken,  Pani Puri,  Sev Puri,  Fried Chicken,  Egg Biryani,  Gobi Manchurian"," 48, Pulianthope High Road, Bhogipalayam, Pulianthope, Purasavakkam, Chennai",Purasavakkam,13.0382,80.1565,https://www.zomato.com/chennai/madras-food-corner-purasavakkam,
Sri Krishna Bhavan,"Breakfast, Delivery Only",Cloud Kitchen,"South Indian,  North Indian,  Chinese,  Chettinad","Pongal,  Rasam Rice,  Keerai Kootu,  Idli Sambar,  Bonda Soup,  Medu Vada,  Curd Rice"," Old Mahabalipuram Road, Near Chettinad Health City, Padur, Chennai",Padur,13.0902,80.2543,https://www.zomato.com/chennai/sri-krishna-bhavan-5-padur,
Hotel Aadhi Selvam,"Breakfast, Indoor Seating",Hotel,South Indian,"Ghee Podi Dosa,  Biryani,  Chole Bhature,  Naan,  Aloo Paratha,  Palak Paneer,  Chilli Paneer"," 9/1, Ottiambakkam Main Road, Sithalapakkam, Near Medavakkam, Chennai",Medavakkam,12.8077,80.2258,https://www.zomato.com/chennai/hotel-aadhi-selvam-medavakkam,
Shawarma Cafe,Delivery Only,Cloud Kitchen,Lebanese,"Bonda Soup,  Uthappam,  Pongal,  Rasam Rice,  Masala Dosa,  Idli Sambar,  Filter Coffee", Delivery Only,Porur,12.92,80.192,https://www.zomato.com/chennai/shawarma-cafe-porur,
Kirubaji Fast Foods,Takeaway Only,Fast Food,"South Indian,  Fast Food","Knafeh,  Arak,  Kibbeh,  Falafel,  Baba Ganoush,  Shawarma,  Manakish"," 63, Karukku Main Road, Ilango Nagar, Ambattur, Chennai",Ambattur,13.0382,80.1565,https://www.zomato.com/chennai/kirubaji-fast-foods-1-ambattur,
Charuby,Delivery Only,Cloud Kitchen,Rolls,"Sandwich,  Peri Peri Fries,  Nuggets,  Pongal,  Uthappam,  Fried Chicken,  Bonda Soup", Delivery Only,Porur,13.1186,80.1574,https://www.zomato.com/chennai/charuby-porur,
Kings Biryani,Takeaway Only,Restaurant,"Biryani,  South Indian","Chicken Tikka Roll,  Seekh Kebab Roll,  Fish Roll,  Veg Roll,  Paneer Roll,  Schezwan Roll,  Spring Roll"," 8, Thilagar Street, 5th Block, Near Lifeline Hospital, Mogappair, Chennai",Mogappair,13.0382,80.1565,https://www.zomato.com/chennai/kings-biryani-mogappair,
Zan Shakes,"Home Delivery, Outdoor Seating, Indoor Seating",Cafe,Beverages,"Rava Idli,  Idli Sambar,  Keerai Kootu,  Mutton Biryani,  Rasam Rice,  Sherbet,  Medu Vada"," Opposite C Abdul Hakeem Arts College, Melvisharam, Anna Salai, Chennai",Anna Salai,13.0837,80.175,https://www.zomato.com/chennai/zan-shakes-anna-salai,
7 Eleven Kitchen,"Breakfast, Free Parking, Indoor Seating",Restaurant,"Biryani,  Seafood,  Chinese","Rose Milk,  Mojito,  Cold Coffee,  Green Tea,  Filter Coffee,  Buttermilk,  Tender Coconut"," 7, S 2, Lakshmi Nagar, Indra Nagar, IAF Road Selaiyur, East Tambaram, Chennai",Tambaram,13.0425,80.2475,https://www.zomato.com/chennai/7-eleven-kitchen-tambaram,
Tea Table,"Breakfast, Indoor Seating",Restaurant,"South Indian,  Chinese","Egg Biryani,  Grilled Fish,  Crab Curry,  Fish Biryani,  Gobi Manchurian,  Raita,  Sweet Corn Soup"," 123/26, Rose Nagar Main Road, Kovilambakkam, Medavakkam, Chennai",Medavakkam,12.9249,80.1,https://www.zomato.com/chennai/tea-table-medavakkam,
The New Box,Delivery Only,Cloud Kitchen,"Chinese,  North Indian","Fried Rice,  Chicken Manchurian,  Rasam Rice,  Curd Rice,  Rava Idli,  Medu Vada,  Dim Sum", Delivery Only,Perambur,12.92,80.192,https://www.zomato.com/chennai/the-new-box-perambur,4
Rathna Foods,"Breakfast, Indoor Seating",Restaurant,"South Indian,  Italian","Dragon Chicken,  Palak Paneer,  Naan,  Rogan Josh,  Fried Rice,  Spring Rolls,  Biryani"," Club House, Raja Annamalai Puram, RM Towers, MRC Nagar, Chennai",MRC Nagar,13.121,80.2326,https://www.zomato.com/chennai/rathna-foods-mrc-nagar,
Pops Juice & Chaats,"Breakfast, Standing Tables, Outdoor Seating",Fast Food,"Fast Food,  Street Food,  Juices,  Beverages","Filter Coffee,  Medu Vada,  Bonda Soup,  Risotto,  Margherita Pizza,  Tiramisu,  Ghee Podi Dosa"," 121-2, Vijayalakshmipuram, Opposite VM Hospital, Oragadam, Chennai",Oragadam,13.0181,80.2726,https://www.zomato.com/chennai/pops-juice-chaats-oragadam,
San Fried Court,"Free Parking, Indoor Seating",Fast Food,"Fast Food,  Seafood","Beetroot Juice,  Mixed Fruit Juice,  Kachori,  Mango Juice,  Milkshake,  Buttermilk,  Pav Bhaji"," 1B, Lal Bahadur Shastri Street, Laxmi Nagar Extension, Sholinganallur, Chennai",Sholinganallur,13.129,80.1548,https://www.zomato.com/chennai/san-fried-court-sholinganallur,3.9
Sri Velan Tiffin Center,"Breakfast, Indoor Seating",Restaurant,South Indian,"Fish Tikka,  Nuggets,  Grilled Fish,  Hot Dog,  Fish Biryani,  Crab Curry,  Fried Chicken"," Shop 13, 15th Street, Tansi Nagar, Velachery, Chennai",Velachery,12.901,80.2279,https://www.zomato.com/chennai/sri-velan-tiffin-center-velachery,
Royal Yummy Bites And Delights,"Outdoor Seating, Indoor Seating",Fast Food,Fast Food,"Bonda Soup,  Filter Coffee,  Rava Idli,  Medu Vada,  Pongal,  Uthappam,  Rasam Rice"," 14/10, Vini Lane, Opposite Jaya Womens College, Perambur, Chennai",Perambur,12.9755,80.2207,https://www.zomato.com/chennai/royal-yummy-bites-and-delights-perambur,
Om Sakthi Sweets & Bakery,"Indoor Seating, Desserts and Bakes",Bakery & Sweet Shop,"Mithai,  Bakery","Wrap,  Milkshake,  Sandwich,  French Fries,  Burger,  Hot Dog,  Peri Peri Fries"," 25/3A, Gandhi Nagar Main Road, Ekkaduthangal, Chennai",Ekkaduthangal,13.121,80.2326,https://www.zomato.com/chennai/om-sakthi-sweets-bakery-ekkaduthangal,
Sri Vinayaga Hotel,"Breakfast, Indoor Seating",Hotel,South Indian,"Kaju Katli,  Croissant,  Jalebi,  Rasgulla,  Gulab Jamun,  Sourdough Bread,  Mysore Pak"," 29, Poonamallee Road, Ekkattuthangal, Chennai",Ekkaduthangal,13.0225,80.2032,https://www.zomato.com/chennai/sri-vinayaga-hotel-ekkaduthangal,
Star Biryani,"Home Delivery, Indoor Seating",Restaurant,"Biryani,  Chinese","Curd Rice,  Ghee Podi Dosa,  Masala Dosa,  Rava Idli,  Pongal,  Uthappam,  Idli Sambar"," 651, East Coast Road, Kanathur. Chennai",Kanathur,13.0225,80.2032,https://www.zomato.com/chennai/star-biryani-kanathur,
Thangam Hotel,"Breakfast, Indoor Seating",Hotel,South Indian,"Mutton Biryani,  Chilli Paneer,  Vegetable Biryani,  Fried Rice,  Sherbet,  Brinjal Curry,  Raita"," 269, East Coast Road, Injambakkam, Kanathur, Chennai",Kanathur,12.9,80.245,https://www.zomato.com/chennai/thangam-hotel-kanathur,
Chennai Eat,Takeaway Only,Restaurant,South Indian,"Filter Coffee,  Rasam Rice,  Rava Idli,  Masala Dosa,  Idli Sambar,  Uthappam,  Pongal"," 15, 15th Street, Ambal Nagar, Keelkattalai, Pallavaram, Chennai",Pallavaram,12.9,80.245,https://www.zomato.com/chennai/chennai-eat-pallavaram,
C.S.Mess,Takeaway Only,Restaurant,"Chettinad,  South Indian","Rasam Rice,  Masala Dosa,  Pongal,  Filter Coffee,  Bonda Soup,  Keerai Kootu,  Rava Idli"," 1/8, Bazzar Road, Mogappair, Chennai",Mogappair,12.9675,80.1491,https://www.zomato.com/chennai/c-s-mess-mogappair,
New Best Fast Food,"Breakfast, Home Delivery, Indoor Seating",Fast Food,"Biryani,  Fast Food,  Seafood","Kuzhi Paniyaram,  Nandu Masala,  Keerai Kootu,  Filter Coffee,  Chettinad Mutton Chukka,  Pongal,  Curd Rice"," Valluvar Salai, Ramapuram, Chennai",Ramapuram,13.0837,80.175,https://www.zomato.com/chennai/new-best-fast-food-ramapuram,3.1
PR Juice Park,Indoor Seating,Cafe,"Beverages,  Juices","Raita,  Fish Fry,  Calamari,  Squid Fry,  Hot Dog,  Onion Rings,  Sandwich"," 52/2, Balaya Garden, Madipakkam, Chennai",Madipakkam,13.0317,80.1817,https://www.zomato.com/chennai/pr-juice-park-madipakkam,
Adithya Om,"Home Delivery, Indoor Seating",Fast Food,"South Indian,  Street Food","Watermelon Juice,  Fresh Lime Soda,  Mango Juice,  Tender Coconut,  Sugarcane Juice,  Filter Coffee,  Mixed Fruit Juice"," 86, Panjalpettai, Banglore High Road, Sriperambadur, Poonamalle, Chennai",Poonamalle,12.9647,80.1961,https://www.zomato.com/chennai/adithya-om-poonamalle,
Hotel Blue Nile,Indoor Seating,Hotel,"North Indian,  Chinese","Idli Sambar,  Medu Vada,  Corn Chaat,  Filter Coffee,  Sev Puri,  Masala Dosa,  Pongal"," 94, GST Road, Pallavaram, Chennai",Pallavaram,13.0473,80.0945,https://www.zomato.com/chennai/hotel-blue-nile-pallavaram,
Bhethal Unavagam,"Breakfast, Indoor Seating",Restaurant,South Indian,"Chicken Manchurian,  Spring Rolls,  Biryani,  Rajma Chawal,  Chilli Chicken,  Fried Rice,  Tandoori Chicken"," 15/59, T.H.Road, Moolakdai, Perambur, Chennai",Perambur,12.9675,80.1491,https://www.zomato.com/chennai/bhethal-unavagam-perambur,
Moboy Hot & Cool,"Free Parking, Indoor Seating",Restaurant,"Biryani,  Chinese,  Kerala,  Sandwich,  Beverages","Ghee Podi Dosa,  Uthappam,  Medu Vada,  Pongal,  Idli Sambar,  Masala Dosa,  Rasam Rice"," 8/205, Subhash Chandra Boss Street, Nukampallya, Sithalapakkam, Chennai",Purasavakkam,13.121,80.2326,https://www.zomato.com/chennai/moboy-hot-cool-purasavakkam,
Hotel Hero,"Home Delivery, Indoor Seating",Hotel,"South Indian,  Chettinad,  Chinese","Toasted Sandwich,  Veg Sandwich,  Cold Coffee,  Spring Rolls,  Haleem,  Egg Sandwich,  Paneer Sandwich"," Surapet Main Road, Gandhi Nagar, Korattur, Ambattur, Chennai",Ambattur,13.0902,80.2543,https://www.zomato.com/chennai/hotel-hero-ambattur,
